Review_Date,Hotel_Name,Reviewer_Nationality,Review,lat,lng
10/10/2016,Apex Temple Court Hotel, United Kingdom , there was no bubble bath,51.5137335,-0.1087512
10/9/2016,Apex Temple Court Hotel, France , Room facing a wall ,51.5137335,-0.1087512
10/6/2016,Apex Temple Court Hotel, Israel , I was disappointed that there no sofa or armchir in the room as depicts in the room description The view offices 5 meter from my window The price of room service,51.5137335,-0.1087512
10/6/2016,Apex Temple Court Hotel, United Kingdom , Need to put more milk and tea bags in the room but I find that problem during most of my stays in hotels The room was clean but there was a couple of hairs in the bath probably from the cleaner I DIDN T make a fuss and just washed them away you could tell the room was spotless everywhere else and it was just a mistake the bath had been cleaned ,51.5137335,-0.1087512
10/4/2016,Apex Temple Court Hotel, United Kingdom , Nothing ,51.5137335,-0.1087512
10/3/2016,Apex Temple Court Hotel, United Kingdom , Was difficult to see from afar where hotel is Had to literally be up close to realise yoi were at the right place ,51.5137335,-0.1087512
10/3/2016,Apex Temple Court Hotel, United Kingdom , In the area around the hotel there was nowhere open for breakfast at all When we asked why its because it is mainly a commuter working area so we ended up not being able to get any breakfast not the Apex hotels fault may I add Advice would be if you have plans near the hotel definitely book breakfast at the Apex The concierge was also a little rude and unhelpful Not a big issue nor is that the hotels fault ,51.5137335,-0.1087512
10/2/2016,Apex Temple Court Hotel, Japan ,No Negative,51.5137335,-0.1087512
10/1/2016,Apex Temple Court Hotel, Hong Kong , room isn t as photo shows in booking We booked superior king room with balcony descprtion photo shows room size 30m2 with sofa We were given a room on 4 floor the room was small abt 20 23m2 only one bed with little standing space beside bed no sofa balcony not like photo shown Where u can have dinner there this balcony only had standing space ,51.5137335,-0.1087512
9/30/2016,Apex Temple Court Hotel, Australia , One staff member on reception was a bit trite when queried why photo ID was required for a second time after checking in earlier in the day ,51.5137335,-0.1087512
9/26/2016,Apex Temple Court Hotel, United States of America , The AC couldn t keep the room cool during the day even with the shades down About 1 3 of the TV channels didn t work due to weak signal Only one elevator bank for guests it s a walk from the higher number rooms There are other lifts but they re staff only ,51.5137335,-0.1087512
9/23/2016,Apex Temple Court Hotel, Australia , Nothing,51.5137335,-0.1087512
9/23/2016,Apex Temple Court Hotel, United Kingdom ,No Negative,51.5137335,-0.1087512
9/19/2016,Apex Temple Court Hotel, United Kingdom , There really wasn t anything to dislike about this hotel ,51.5137335,-0.1087512
9/19/2016,Apex Temple Court Hotel, United Kingdom , Regular customer of Apex City of London hotel They didn t know I was a returning customer upon arrival Breakfast should have been included for over 300 for a room ,51.5137335,-0.1087512
9/19/2016,Apex Temple Court Hotel, Kuwait , The room that I was given is smaller than what was shown when I reserved online and they immediately ask you to upgrade and pay more to get the bigger one The room view was to corporate offices so I couldn t open the windows no privacy inside the room because and because of that it was always lights on mode ,51.5137335,-0.1087512
9/18/2016,Apex Temple Court Hotel, Australia ,No Negative,51.5137335,-0.1087512
9/16/2016,Apex Temple Court Hotel, United States of America , The room was warm overnight despite the aircon being set to the lowest possible temperature ,51.5137335,-0.1087512
9/15/2016,Apex Temple Court Hotel, United Kingdom , The restaurant was not big enough to cope with demand so we had to wait for a table to become free,51.5137335,-0.1087512
9/10/2016,Apex Temple Court Hotel, United States of America ,No Negative,51.5137335,-0.1087512
9/6/2016,Apex Temple Court Hotel, Ireland ,No Negative,51.5137335,-0.1087512
9/4/2016,Apex Temple Court Hotel, United States of America , Staff wasn t super friendly Doorman was impatient and bordering on rude ,51.5137335,-0.1087512
8/31/2016,Apex Temple Court Hotel, United Kingdom , No decaff tea bags and only one packet of biscuits in the room ,51.5137335,-0.1087512
8/30/2016,Apex Temple Court Hotel, Australia , Seemed very matter of fact at Reception Lacked warmth Didn t like smokers on balcony next to mine ,51.5137335,-0.1087512
8/30/2016,Apex Temple Court Hotel, United Kingdom , Location was ok but a lot of places were shut at weekend so there wasn t too much right on the doorstep ,51.5137335,-0.1087512
8/30/2016,Apex Temple Court Hotel, Hong Kong , Oddly I was placed in a disabled room but not a problem and nice to see that they have great facilities for those who may be less mobile ,51.5137335,-0.1087512
8/28/2016,Apex Temple Court Hotel, United Kingdom , Nothing,51.5137335,-0.1087512
8/28/2016,Apex Temple Court Hotel, United Kingdom , Nothing ,51.5137335,-0.1087512
8/27/2016,Apex Temple Court Hotel, United Kingdom , It was an excellent hotel all round Nothing to complain about ,51.5137335,-0.1087512
8/27/2016,Apex Temple Court Hotel, United Kingdom , We had an evening meal and the menu hadn t changed since our last visit ,51.5137335,-0.1087512
8/27/2016,Apex Temple Court Hotel, Switzerland , The noise and souproof in general specially from the inside the entrance door too close from the bed,51.5137335,-0.1087512
8/25/2016,Apex Temple Court Hotel, United Kingdom , Breakfast was chaotic Slow and had to keep on asking for missing items Definitely the B team on that day Was better in previous stay ,51.5137335,-0.1087512
8/24/2016,Apex Temple Court Hotel, Poland , The really long and winding corridor leading to my room being a single person it was a bit spooky walking to the room late in the evening ,51.5137335,-0.1087512
8/23/2016,Apex Temple Court Hotel, United Kingdom , Booked a room for 3 and were told it would be a sofa bed Didn t expect to be as comfy as a bed but also didn t expect it to be excruciatingly uncomfortable No sleep in preparation for a long drive home Also didn t notice we had no bedding for the sofa bed until we were all ready for bed at quite a late hour and then had to wait for it to be brought up A bit disappointing after a long day ,51.5137335,-0.1087512
8/23/2016,Apex Temple Court Hotel, United Kingdom , Enjoyed it all ,51.5137335,-0.1087512
8/21/2016,Apex Temple Court Hotel, United Kingdom , Only 1 small bottle of water left per day and our room never had the complimentary snacks Pringles and jelly beans during our 4 night stay ,51.5137335,-0.1087512
8/18/2016,Apex Temple Court Hotel, Belgium , When we booked the photos saw a couch in the room our room didn t have one Actually this was not a problem I prefer to have more empty space Also there are no smoking rooms in this hotel and while this might be great for most visitors since I am travelling very often to London it will be a problem for me during winter months ,51.5137335,-0.1087512
8/18/2016,Apex Temple Court Hotel, Lebanon , None,51.5137335,-0.1087512
8/16/2016,Apex Temple Court Hotel, Ireland , Staff in reception not helpful nore friendly Besides we had to wait 30 minutes to get a drink at the bar the waiter never came we had to go to the bar Poor service compared to the hotel ranking,51.5137335,-0.1087512
8/16/2016,Apex Temple Court Hotel, Australia , Nothing to improve wish I could ve stayed longer ,51.5137335,-0.1087512
8/13/2016,Apex Temple Court Hotel, United Kingdom , We chose this expensive hotel because the photos on Booking com seemed to show a rooftop restaurant with views over London and were really looking forward to sitting there in the evening for a meal When we arrived we were told there was no such roof restaurant although they admitted they had previously had other guests who had expected the same The restaurant was indoors on the ground floor and adjoining courtyard on the ground floor The photos we had seen were of the terrace of one of the penthouse suites showing tables chairs and food We were really disappointed and felt the advertising had been misleading ,51.5137335,-0.1087512
8/11/2016,Apex Temple Court Hotel, Lebanon , Nothing,51.5137335,-0.1087512
8/9/2016,Apex Temple Court Hotel, United States of America , The coffee was a bit weak but this is a small shortcoming in context ,51.5137335,-0.1087512
8/9/2016,Apex Temple Court Hotel, United Kingdom ,No Negative,51.5137335,-0.1087512
8/8/2016,Apex Temple Court Hotel, United Kingdom , Staff were rude and not very pleasant to deal with at reception I also called in house service for a cup as we were only given one in our room I spoke to a very rude man who told me to call housekeeping but didn t give me an extension number Once I called reception they said they would called in house service but I still didn t receive the cup Perhaps this individual member of staff mentioned above begrudgingly didn t feel it was his duty P Also used the public computers at the reception but the printers didn t work Not much point of them being there in my view or perhaps just do some maintenance In summary great stay and I would stay again but a reminder to hotel that a smile goes a long way ,51.5137335,-0.1087512
8/8/2016,Apex Temple Court Hotel, Ireland , area very quiet on weekends some shops closed as financial area but still only 10 15 mins walk to convent garden only issue with the room was that it was a few minutes walk from reception get a room on the side above the reception ,51.5137335,-0.1087512
8/5/2016,Apex Temple Court Hotel, Australia , Located in the business district thus a fair distance walk from most attractions and restaurants Limited view,51.5137335,-0.1087512
8/4/2016,Apex Temple Court Hotel, United Kingdom , Can t think of anything we were so pleased with everything,51.5137335,-0.1087512
8/4/2016,Apex Temple Court Hotel, United States of America , Very poor front desk service the morning we left We did not receive the wake up call we ordered and were very late leaving for the airport I attempted to get help from front desk staff who were very uninformed about transportation options to Heathrow a very basic piece of knowledge for hotel staff in London We ended up with a taxi that took 1 5 hours due to a bike race nobody at the hotel seemed aware of this either and cost about 125 If you re not from London be aware that this hotel is in more of a business district Many of the surrounding restaurants and shops were closed on Saturday We walked to Covent Garden for pretty much everything ,51.5137335,-0.1087512
8/3/2016,Apex Temple Court Hotel, United Kingdom ,No Negative,51.5137335,-0.1087512
8/2/2016,Apex Temple Court Hotel, United Kingdom , Can t find fault with anything loved it ,51.5137335,-0.1087512
8/2/2016,Apex Temple Court Hotel, Australia , Room was not ready for us to check in The front desk staff who dealt with us were cold and impersonal No sense of personal individualised service ,51.5137335,-0.1087512
7/28/2016,Apex Temple Court Hotel, Belgium , Access to the bar was difficult as there were some corporate events Understandable considering the quality of the hotel so not really a low point just a minor inconvenience,51.5137335,-0.1087512
7/28/2016,Apex Temple Court Hotel, Turkey , Accessibility is terrible in the hotel we have a baby buggy and it was nightmare for us to enter and exit from hotel no ramps lots of steps hotel is very big and room corridors are like a maze there is only one lift the other one next to it is broken and not fixed in 6 days on the hotel you have go long way on maze like corridors front desk was also very rude on check in I had a problem with my credit card and the staff was not helpful and acted very rude,51.5137335,-0.1087512
7/26/2016,Apex Temple Court Hotel, United Kingdom , Housekeeping didn t wash used cups didn t change duvet cover was clean on arrival dropped spoon and made a coffee stain ,51.5137335,-0.1087512
7/25/2016,Apex Temple Court Hotel, United Kingdom , Milk had gone off in room facility plus only one packet of biscuits between us Staff seemed unable to activate second keycard for room and only one pair of complementary slippers instead of two Not enough vegetarian options on the restaurant menu ,51.5137335,-0.1087512
7/23/2016,Apex Temple Court Hotel, Australia , As above,51.5137335,-0.1087512
7/22/2016,Apex Temple Court Hotel, United Kingdom , Two adjacent rooms were requested Upon arrival only one was ready ,51.5137335,-0.1087512
7/22/2016,Apex Temple Court Hotel, United Kingdom , Room looked over by office block Strong smell of cleaning fluid in the room Staff gave us another room without hesitation,51.5137335,-0.1087512
7/20/2016,Apex Temple Court Hotel, Jordan , Location for me but it is still very central ,51.5137335,-0.1087512
7/13/2016,Apex Temple Court Hotel, Australia ,No Negative,51.5137335,-0.1087512
7/12/2016,Apex Temple Court Hotel, United Kingdom , A bit mean with tea coffee milk etc The only outside seating area was very busy we couldn t get a table in the evening ,51.5137335,-0.1087512
7/12/2016,Apex Temple Court Hotel, United Kingdom , Nothing,51.5137335,-0.1087512
7/12/2016,Apex Temple Court Hotel, United Kingdom , Bar and food prices but then it is London and the whole City is a rip off ,51.5137335,-0.1087512
7/10/2016,Apex Temple Court Hotel, United Kingdom ,No Negative,51.5137335,-0.1087512
7/10/2016,Apex Temple Court Hotel, United States of America , It would be nice if the waiter who brings the breakfast to the room was as friendly as all the other staff ,51.5137335,-0.1087512
7/10/2016,Apex Temple Court Hotel, Australia , The lighting was pretty dark Room lighting would go a long way instead of a lamp ,51.5137335,-0.1087512
7/8/2016,Apex Temple Court Hotel, United Kingdom , Entering the hotel involved crossing an open courtyard and negotiating a number of steps As it was raining when we arrived we got wet and it was uncomfortable having to carry suitcases up and down steps ,51.5137335,-0.1087512
7/6/2016,Apex Temple Court Hotel, Germany , They gave me the barrier free room which was not as comfortable as expected View on a wracked street corner so I felt a bit disappointed in view of the rather high price ,51.5137335,-0.1087512
7/6/2016,Apex Temple Court Hotel, United Kingdom , Details of the restaurant menus in the room might have encouraged us to use these as it was we ate out ,51.5137335,-0.1087512
7/5/2016,Apex Temple Court Hotel, United Kingdom , Nothing could be better everything was excellent,51.5137335,-0.1087512
7/5/2016,Apex Temple Court Hotel, United Kingdom ,No Negative,51.5137335,-0.1087512
7/5/2016,Apex Temple Court Hotel, United Kingdom , Skimpy with the tea biscuits coffee tray No opening window Bit pricey compared with other similar London stays ,51.5137335,-0.1087512
7/5/2016,Apex Temple Court Hotel, United Kingdom , Nothing at all,51.5137335,-0.1087512
7/3/2016,Apex Temple Court Hotel, United States of America , We had to change rooms which was easily done and quickly without a hassle because the air conditioning was not working ,51.5137335,-0.1087512
7/1/2016,Apex Temple Court Hotel, Iceland ,No Negative,51.5137335,-0.1087512
6/29/2016,Apex Temple Court Hotel, United Kingdom , Nothing to complain about here ,51.5137335,-0.1087512
6/28/2016,Apex Temple Court Hotel, United Kingdom , Cannot think of anything,51.5137335,-0.1087512
6/28/2016,Apex Temple Court Hotel, United Kingdom , My self and my wife came to london for a weekend birthday celebration On arrival one of your staff members rudely asked us for our passports just because we look asian we were both born in the uk and explained this She then carried on asking us for our passports even after we told her we have british passports She then asked how long we have been in the country Very very rude discriminatory spoilt our weekend We have used holiday inn many times before but will never use it again we feel very strongly about this will be submitting a formal complaint online review REGARDS MR SURJ DHAMI ,51.5137335,-0.1087512
6/26/2016,Apex Temple Court Hotel, United Kingdom , The place is designed by someone who thinks design is more important than comfort By the end of the trip I found the walk along the very long corridor to my room was almost painful The room was ridiculously dark It was a big room but with one small window For that reason alone I would never stay there again The air conditioning could not be turned low enough to make a difference Almost every night I was woken up because it was too hot to sleep even on top of the bed The staff did not say hello to me once and I was there for five nights The cost was extortionate given the pleasantness of the facility But it was then suggested to me that I had taken things out of the minibar which was untrue Not to be repeated ,51.5137335,-0.1087512
6/21/2016,Apex Temple Court Hotel, United Kingdom ,No Negative,51.5137335,-0.1087512
6/21/2016,Apex Temple Court Hotel, United Kingdom , Kippers they forgot our order and when they came they were very small and dry Try Loch Fyne kippers Best not to have kippers on the menu if they are not up to standard ,51.5137335,-0.1087512
6/21/2016,Apex Temple Court Hotel, United Kingdom , Only tiny issue the internet was slow and the firewall prevented me from remote access to my server which was based in London not that far away so that was a major inconvenience as on my last day I had to work ,51.5137335,-0.1087512
6/15/2016,Apex Temple Court Hotel, United Kingdom , Bar prices but that s London for you ,51.5137335,-0.1087512
6/14/2016,Apex Temple Court Hotel, Switzerland ,No Negative,51.5137335,-0.1087512
6/12/2016,Apex Temple Court Hotel, United Kingdom , Can t really think of anything,51.5137335,-0.1087512
6/12/2016,Apex Temple Court Hotel, United Kingdom ,No Negative,51.5137335,-0.1087512
6/9/2016,Apex Temple Court Hotel, China , For 3 days straight I found the staff dumped my cloths on the floor luckily with the cloth clean bag The room cleaning did not reach the standard level of services ,51.5137335,-0.1087512
6/9/2016,Apex Temple Court Hotel, Australia , Laundry dry cleaning rates Whilst service and product is excellent the cost seems much too high ,51.5137335,-0.1087512
6/7/2016,Apex Temple Court Hotel, United Kingdom , Nothing,51.5137335,-0.1087512
6/7/2016,Apex Temple Court Hotel, United Kingdom , The location was perfect we stayed on a Saturday and it was quiet but lovely The rooms were big lovely walk in shower clean no noise from other rooms staff all very friendly and helpful,51.5137335,-0.1087512
6/7/2016,Apex Temple Court Hotel, Spain , Breakfast was very good with a great choice The bed was so good we didn t want to get up Location superb for both the City and the West End Staff were very friendly and accommodating ,51.5137335,-0.1087512
6/4/2016,Apex Temple Court Hotel, United Kingdom , Staff always had time for us and when they printed out tickets for the Tower of London for us gave us great advice to visit the Crown Jewels straight away as the queues build up later This proved to be the case ,51.5137335,-0.1087512
5/31/2016,Apex Temple Court Hotel, Germany , Great connection to public transport polite service,51.5137335,-0.1087512
5/31/2016,Apex Temple Court Hotel, United Kingdom , Considerate helpful and friendly staff Lovely room value for money Apex the duck gift in bathroom ,51.5137335,-0.1087512
5/29/2016,Apex Temple Court Hotel, United Kingdom , Had amazing service free upgrade and when my husbands flight delay nearly interfered with our trip they allowed an early check for free and tried their best help Faultless service ,51.5137335,-0.1087512
5/27/2016,Apex Temple Court Hotel, United States of America , Great staff Love the location ,51.5137335,-0.1087512
5/24/2016,Apex Temple Court Hotel, United Kingdom , Amazing hotel excellently appointed great location quiet comfortable rooms and very good value for money compared to similar price points Black pudding on the breakfast was delicious ,51.5137335,-0.1087512
5/24/2016,Apex Temple Court Hotel, United Kingdom , We went for my husband s 40th birthday The manager kindly arranged for a complimentary birthday card and beautifully wrapped box of chocolates to be left in the room For a fee they sprinkled rose petals from the door to the bed where they put the petals in the shape of a heart There were more around the bath too A lovely extra touch We were given a free upgrade too without even asking The staff couldn t do enough to help They even gave us a second free duck as we said we had two children The room was really clean and modern bed extra comfy shower fantastic The details of Elemis toiletries and free jelly beans and Pringles were an excellent bonus I cannot fault it and would definitely stay again Location is excellent Close to Blackfriars tube station Excellent excellent excellent ,51.5137335,-0.1087512
5/22/2016,Apex Temple Court Hotel, United Kingdom , Quiet yet very handy location for a number of London theatres including the Savoy Although we didn t use the bar it looked very inviting with the option to sit outside and enjoy the sunshine ,51.5137335,-0.1087512
5/21/2016,Apex Temple Court Hotel, United Kingdom , The bed was comfy and the bath tube so nice ,51.5137335,-0.1087512
5/19/2016,Apex Temple Court Hotel, United States of America , Large room for London for sure And it s well located in the city The staff was attentive ,51.5137335,-0.1087512
5/19/2016,Apex Temple Court Hotel, Australia , Room was very comfortable and well appointed Attention to detail was obvious Customer service in all areas was excellent Location was central to city attractions and entertainment ,51.5137335,-0.1087512
5/17/2016,Apex Temple Court Hotel, United Kingdom , The location is amazing rooms are spacious have everything you d need Both rooms and public spaces are clean stylish,51.5137335,-0.1087512
5/17/2016,Apex Temple Court Hotel, United Kingdom , Excellent staff high quality room and furnishings and a good breakfast ,51.5137335,-0.1087512
5/17/2016,Apex Temple Court Hotel, United Kingdom , Lovely clean hotel in a great location Staff were very friendly and helpful and keen to ensure we had the best possible stay The room was immaculate and well equipped ,51.5137335,-0.1087512
5/15/2016,Apex Temple Court Hotel, United Kingdom , The generously sized bathroom had a lovely bath and separate big shower cubicle Everything was high quality and the room beautifully appointed Very comfortable bed and large Not at all noisy considering the location even with the window open Plenty of eating places nearby and easy to find on foot ,51.5137335,-0.1087512
5/13/2016,Apex Temple Court Hotel, United Kingdom , Absolutely brilliant hotel Me and my fiancee booked 2 nights stay for our anniversary to watch lion king We were upgraded as soon as we arrived Great hotel tucked away would 100 recommend to anyone ,51.5137335,-0.1087512
5/11/2016,Apex Temple Court Hotel, Ireland , The room was refreshed everyday from check in to check out the hotel staff were constantly professional and always helpful Nothing seemed too much to ask ,51.5137335,-0.1087512
5/9/2016,Apex Temple Court Hotel, Switzerland , Everything was amazing the decoration the room the bed the staff We are very happy to have found this hotel and we will recommend it to all of our friends ,51.5137335,-0.1087512
5/4/2016,Apex Temple Court Hotel, United Kingdom , Lovely room and good food Service and staff excellent Breakfast was lovely and waiting time at reception short Benefits of a smaller and more intimate hotel ,51.5137335,-0.1087512
5/3/2016,Apex Temple Court Hotel, United Kingdom , I stayed here with my daughter for a Bank Holiday treat Excellent service from all staff and delicious food served in the room after a long day out and about Very good location for theatres and Covent Garden Faultless Our second visit to this hotel We wouldn t stay anywhere else in London ,51.5137335,-0.1087512
5/2/2016,Apex Temple Court Hotel, United Kingdom , Location is good about 8 mins walk to the tube but also close to St Pauls Cathedral and the river Room was very clean and the bathrooms was very nice ,51.5137335,-0.1087512
4/26/2016,Apex Temple Court Hotel, Ireland , The room was of excellent quality and the bed was so comfortable I could stay there again for this reason alone WiFi being free and of good quality was important for someone like myself roaming with my mobile network Staff were extremely friendly and professional I would recommend this hotel to everyone possible ,51.5137335,-0.1087512
4/26/2016,Apex Temple Court Hotel, United Kingdom , Excellent rooms and it is either a new hotel or recently refurbished We only had the basic room which was very comfortable with a very good en suite Great location only 10 mins walk to Trafalgar Square Lunch was very good but only ate at hotel once Staff very helpful and pleasant Lovely courtyard at the back of the hotel which was lovely in the Spring sunshine You would not have known that it is located in the centre of London Good gym as well which I didn t use Tube station only 5 minutes walk away and hotel surrounded by good restaurants and bars ,51.5137335,-0.1087512
4/21/2016,Apex Temple Court Hotel, United Kingdom , Location Fleet Street Central Great staff Perfect for sights Theatre Room facilities Gowns Coffee Iron Satellite TV Bath and Shower Comfortable Bed Quiet,51.5137335,-0.1087512
4/20/2016,Apex Temple Court Hotel, United Kingdom , It was our 40th wedding anniversary and we were given a free upgrade to a Deluxe Room chocolates in the room and a free drink at the bar Lovely welcome touch The location is superb,51.5137335,-0.1087512
4/19/2016,Apex Temple Court Hotel, Switzerland , The location was so convenient and it s quite We were upgraded to a lovely clean spacious room with a very comfy bed and pillows The staff were all friendly and professional from the reception Raquel and Clara concierge Wilfredo and restaurant staff especially Lina We can highly recommend Apex Temple hotel ,51.5137335,-0.1087512
4/19/2016,Apex Temple Court Hotel, United Kingdom , We paid for an upgrade to our room and liked it very much The bed was comfortable the room well appointed and most of all it was lovely and quiet The hotel was fine though we did little in it except sleep and have breakfast The latter was fine The location of the hotel is convenient for Fleet St and neighbouring areas ,51.5137335,-0.1087512
4/18/2016,Apex Temple Court Hotel, United Kingdom , Everything you need to make a short break easy a decent hair dryer an iron that gets hot and you don t have to wait an hour for the bath to fill simple things that many London hotels still cannot provide in 2016 Cleanest hotel I have ever stayed in and very comfortable Almost 5 star ,51.5137335,-0.1087512
4/17/2016,Apex Temple Court Hotel, United Kingdom , Great location Check in staff and concierge were so polite and helpful we felt nothing was too much trouble and very genuine The room was spotless and facilities excellent A very quiet room and bed was extremely comfortable which meant we slept very well ,51.5137335,-0.1087512
4/16/2016,Apex Temple Court Hotel, United Kingdom , Relaxing ambience quiet location great breakfast Excellent service from all of the staff ,51.5137335,-0.1087512
4/16/2016,Apex Temple Court Hotel, Switzerland , The whole stay at this hotel was more than perfect Location close to the bus station n front of the main entrance in fact and metro 5 7 min of walk Personnel Helpful kind quick reacting to the complaints Clean proper rooms In the room there is complimentary cookies tea coffee Someone was complaining of not enough of milk I don t think that people should expect a bottle of milk for free in a room It s ridiculous Especially if you will mention on a reception or to passing made that you would like to have a little more of mono dose milk they would kindly give it to you Wi fi is good bed is large and super comfortable conditioner in the room bath and shower in a bathroom And super cute duck ,51.5137335,-0.1087512
4/12/2016,Apex Temple Court Hotel, United Kingdom , upgraded when we arrived to a lovely spacious room overlooking the square Reception staff were plentiful and well informed ,51.5137335,-0.1087512
4/12/2016,Apex Temple Court Hotel, United Kingdom , Room was lovely,51.5137335,-0.1087512
4/12/2016,Apex Temple Court Hotel, United Kingdom , very clean helpful and polite staff Nice rooms generally,51.5137335,-0.1087512
4/12/2016,Apex Temple Court Hotel, United Kingdom , Hotel was excellent clean friendly helpful staff Had a wonderful nights sleep usually on a Saturday night in hotels you expect to be woken at least once by guest returning to their rooms this did not happen at all We were able to leave our luggage at reception and collect it when it was time for our train leaving us free to explore without worrying about caring our case withy us we even had a lovely young lady offer to carry our case out to the pavement for us which we declined but the gesture was lovely Loved the Apex rubber duck will be taking that on my travels and posting pictures to website ,51.5137335,-0.1087512
4/9/2016,Apex Temple Court Hotel, Switzerland , The Superior Room was very comfortable The location of the hotel along Fleet Street was a comfortable walking distance to Covent Garden If you chose not to walk there are buses just outside the hotel that takes you to there or to Trafalgar Square ,51.5137335,-0.1087512
4/8/2016,Apex Temple Court Hotel, Austria , Clean hotel nice quiet location Very helpful and supportive staff especially at the reception Will be coming back as frequent traveler to London on business purposes provided that price is reasonable ,51.5137335,-0.1087512
4/7/2016,Apex Temple Court Hotel, Canada , Nice modern clean decor Great location Close to tube and taxis Many restaurants or coffee places during the week Quite dead in the weekend Close to theatre area Trafalgar Square etc,51.5137335,-0.1087512
4/6/2016,Apex Temple Court Hotel, United Kingdom , Everything fantastic stay at the hotel Enjoyed a lovely nights sleep and quiet Attention to detail superb i am a coffee fan and was pleased too see the kettle in the room was spotless inside not all full of limescale and quality filter coffee bags on the coffee tray which were really appreciated and coincidentaly my favourite type Really impressed with every aspect of this hotel and will definately return,51.5137335,-0.1087512
4/5/2016,Apex Temple Court Hotel, United Kingdom , The staff were fantastic We requested an ice bucket and it was at the room almost straight away The gentleman who checked us in remembered my name Our bathroom had the most amazing bath and overall we felt we got upgraded ,51.5137335,-0.1087512
4/5/2016,Apex Temple Court Hotel, United Kingdom , Very comfortable bed and spacious en suite Very enjoyable stay ,51.5137335,-0.1087512
4/5/2016,Apex Temple Court Hotel, United Kingdom , Stunning hotel superb location luxurious rooms Waking up to views of the London eye the shard Big Ben was a really bonus ,51.5137335,-0.1087512
3/31/2016,Apex Temple Court Hotel, United Kingdom , Stayed here a year ago and if anything standards are even higher than before Friendly efficient staff spacious comfortable well equipped room Spotlessly clean in a peaceful central location ,51.5137335,-0.1087512
3/29/2016,Apex Temple Court Hotel, United Kingdom , The room was beautifully furnished and the walk in shower and spacious bathtub was superb The staff were fantastic very helpful and friendly Location was very convenient for Covent Garden s shops bars and restaurants Would definitely recommend ,51.5137335,-0.1087512
3/29/2016,Apex Temple Court Hotel, United Kingdom , The size of room large and cosy Very comfy bed Being able to open the windows Great shower fluffy big towels bath sheets Coffee facilities in room quiet room No housekeeping knocking on door at 8am ,51.5137335,-0.1087512
3/29/2016,Apex Temple Court Hotel, United Kingdom , Very peaceful and quiet would not believe you were so close to the main roads Staff extremely friendly helpful Everything was spotless and clean Rubber duck is a great gimmick children loved taking him on our travels and taking pictures ,51.5137335,-0.1087512
3/29/2016,Apex Temple Court Hotel, United Kingdom , The view was very good Big Ben Chard houses of Parliment Complimentary 1hr late checkout ,51.5137335,-0.1087512
3/27/2016,Apex Temple Court Hotel, United States of America , Quiet location in a courtyard off Fleet Street Spacious room with shower and full bathtub Extra comfortable and luxurious bedding friendly staff lively bar near the lobby Fifteen minutes walk from three different tube lines Fast reliable Internet Complimentary bottled water replenished each day ,51.5137335,-0.1087512
3/24/2016,Apex Temple Court Hotel, United States of America , Arrived late and had dinner and drinks at the lively bar lounge area Great room with stellar bathroom and toiletries The free coffee and hot cocoa in the room was replenished daily with a few complementary cookies as well Fast free wifi Loved the stay ,51.5137335,-0.1087512
3/23/2016,Apex Temple Court Hotel, United States of America , We stayed at the Apex after a conference I had in London last week The staff at the front desk and the lounge were extremely friendly and helpful The hotel was very modern very clean and very quiet We had a very comfortable stay and will definitely be looking to return to the Apex should our travels take us back to London in the near future ,51.5137335,-0.1087512
3/22/2016,Apex Temple Court Hotel, United Kingdom , Staff are very friendly and nothing is too much trouble Rooms have everything you need very clean and comfortable Very quiet Love the Ducks Second stay at this hotel last was at christmas Stayed in the same room Comfortable walking distance to St Paul s South bank and Covent Garden to name but a few Will definitely stay again ,51.5137335,-0.1087512
3/22/2016,Apex Temple Court Hotel, United Kingdom , Amazing room had a great bathroom staff were friendly and very helpful Room service was amazing and to channels too Best hotel I ve stayed in ,51.5137335,-0.1087512
3/22/2016,Apex Temple Court Hotel, United Kingdom , The hotel location the room and staff were all excellent The cleanliness and standard of the fixtures and fittings in the room hotel generally was excellent ,51.5137335,-0.1087512
3/21/2016,Apex Temple Court Hotel, United Kingdom , Lovely building tucked away nice quiet location but not far from theaters restaurants etc Door staff welcoming and friendly ,51.5137335,-0.1087512
3/20/2016,Apex Temple Court Hotel, United Kingdom , It s a really good hotel in the City extremely comfortable and quiet considering the location This was my second time staying and I d have no hesitation returning in future ,51.5137335,-0.1087512
3/20/2016,Apex Temple Court Hotel, United Kingdom , The room was amazing It was very spacious and immaculate Upon arrival the staff were very friendly and showed us where to go and advised on optional extras We thoroughly enjoyed our stay ,51.5137335,-0.1087512
3/15/2016,Apex Temple Court Hotel, United Kingdom , Staff extremely welcoming friendly Room service was extremely quick Generally the hotel maintains high standards Very pleased with this booking overall will definitely return ,51.5137335,-0.1087512
3/15/2016,Apex Temple Court Hotel, United Kingdom , Everything was perfect well ok the phone in Room 147 didn t work Friendly staff very professional and a great central location ,51.5137335,-0.1087512
3/15/2016,Apex Temple Court Hotel, United Kingdom , The bed was especially comfy and the room was very quiet Great nights sleep ,51.5137335,-0.1087512
3/15/2016,Apex Temple Court Hotel, United Kingdom , Lovely hotel Very comfortable Particularly loved the approach in the evening with the lighting red carpet and lovely elephant Breakfast good with plenty of choice for every taste Extremely good value we thought All staff were lovely Courtyard view splendid,51.5137335,-0.1087512
